COUNTRY	Burkina_Faso	Cape_Verde	Dominican_Republic	Fiji	Honduras	Namibia	albania	angola	arab-emirates	argentina	australia	austria	bangladesh	belgium	bhutan	brazil	bulgaria	canada	chile	china	colombia	costa-rica	croatia	czech-republic	denmark	ecuador	egypt	el-salvador	estonia	ethiopia	finland	france	germany	ghana	greece	guatemala	hong-kong	hungary	iceland	india	indonesia	iran	iraq	ireland	israel	italy	jamaica	japan	jordan	kenya	kuwait	latvia	lebanon	libya	lithuania	luxemburg	malawi	malaysia	malta	mexico	morocco	mozambique	nepal	netherlands	new-zealand	nigeria	norway	pakistan	panama	peru	philippines	poland	portugal	romania	russia	saudi-arabia	senegal	serbia	sierra-leone	singapore	slovakia	slovenia	south-africa	south-korea	spain	sri_lanka	surinam	sweden	switzerland	syria	taiwan	tanzania	thailand	trinidad	turkey	ukraine	united-kingdom	united-states	uruguay	venezuela	vietnam	zambia
netherlands	0.96	1.32	1.18	1.10	1.06	1.18	0.76	0.88	0.66	0.62	1.04	0.76	0.88	0.56	1.89	0.70	0.62	1.10	0.62	1.77	0.66	0.62	0.66	0.72	2.30	0.79	0.66	0.56	0.88	0.96	0.90	0.62	0.82	0.82	0.53	0.54	1.83	0.65	1.06	1.32	1.10	0.90	0.62	1.51	0.65	0.71	4.08	0.58	0.82	1.06	0.66	0.84	1.06	0.78	0.82	0.76	1.06	1.47	0.55	0.65	0.78	1.20	1.32	1.00	1.08	0.96	1.06	0.76	0.62	0.61	1.20	0.57	0.54	0.59	0.56	0.66	0.96	0.58	1.06	6.62	1.04	0.60	1.08	0.62	0.62	1.18	0.58	1.83	0.91	0.88	0.77	1.06	0.83	0.96	0.62	0.56	1.51	1.15	0.54	0.70	1.77	1.06
new-zealand	0.89	1.23	1.09	1.02	0.98	1.09	0.70	0.82	0.61	0.57	0.96	0.70	0.82	0.52	1.75	0.64	0.58	1.02	0.57	1.63	0.61	0.57	0.61	0.66	2.13	0.73	0.61	0.52	0.82	0.89	0.83	0.57	0.75	0.75	0.49	0.49	1.69	0.60	0.98	1.23	1.02	0.83	0.58	1.40	0.60	0.65	3.77	0.53	0.75	0.98	0.61	0.78	0.98	0.72	0.75	0.70	0.98	1.36	0.51	0.60	0.72	1.11	1.23	0.92	1.00	0.89	0.98	0.70	0.57	0.56	1.11	0.53	0.49	0.54	0.52	0.61	0.89	0.53	0.98	6.12	0.96	0.56	1.00	0.58	0.57	1.09	0.53	1.69	0.84	0.82	0.71	0.98	0.77	0.89	0.58	0.52	1.40	1.07	0.49	0.64	1.63	0.98
nigeria	1.00	1.38	1.22	1.15	1.10	1.22	0.79	0.92	0.69	0.64	1.08	0.79	0.92	0.59	1.96	0.72	0.65	1.15	0.64	1.83	0.69	0.64	0.69	0.74	2.39	0.82	0.69	0.59	0.92	1.00	0.93	0.64	0.85	0.85	0.55	0.56	1.90	0.67	1.10	1.38	1.15	0.93	0.65	1.57	0.68	0.73	4.23	0.60	0.85	1.10	0.69	0.87	1.10	0.81	0.85	0.79	1.10	1.53	0.57	0.67	0.81	1.25	1.38	1.04	1.12	1.00	1.10	0.79	0.64	0.63	1.25	0.59	0.56	0.61	0.58	0.69	1.00	0.60	1.10	6.88	1.08	0.62	1.12	0.65	0.64	1.22	0.60	1.90	0.95	0.92	0.80	1.10	0.86	1.00	0.65	0.58	1.57	1.20	0.56	0.72	1.83	1.10
norway	0.91	1.25	1.11	1.04	1.00	1.11	0.71	0.83	0.62	0.58	0.98	0.71	0.83	0.53	1.79	0.66	0.59	1.04	0.58	1.67	0.62	0.58	0.62	0.68	2.17	0.75	0.62	0.53	0.83	0.91	0.85	0.58	0.77	0.77	0.50	0.51	1.72	0.61	1.00	1.25	1.04	0.85	0.59	1.43	0.62	0.67	3.85	0.54	0.77	1.00	0.62	0.79	1.00	0.74	0.77	0.71	1.00	1.39	0.52	0.61	0.74	1.14	1.25	0.94	1.02	0.91	1.00	0.71	0.58	0.57	1.14	0.54	0.51	0.56	0.53	0.62	0.91	0.54	1.00	6.25	0.98	0.57	1.02	0.59	0.58	1.11	0.54	1.72	0.86	0.83	0.72	1.00	0.78	0.91	0.59	0.53	1.43	1.09	0.51	0.66	1.67	1.00
pakistan	1.27	1.75	1.56	1.46	1.40	1.56	1.00	1.17	0.88	0.81	1.37	1.00	1.17	0.74	2.50	0.92	0.82	1.46	0.81	2.33	0.88	0.81	0.88	0.95	3.04	1.04	0.88	0.74	1.17	1.27	1.19	0.81	1.08	1.08	0.70	0.71	2.41	0.85	1.40	1.75	1.46	1.19	0.82	2.00	0.86	0.93	5.38	0.76	1.08	1.40	0.88	1.11	1.40	1.03	1.08	1.00	1.40	1.94	0.73	0.85	1.03	1.59	1.75	1.32	1.43	1.27	1.40	1.00	0.81	0.80	1.59	0.75	0.71	0.78	0.74	0.88	1.27	0.76	1.40	8.75	1.37	0.80	1.43	0.82	0.81	1.56	0.76	2.41	1.21	1.17	1.01	1.40	1.09	1.27	0.82	0.74	2.00	1.52	0.71	0.92	2.33	1.40
panama	1.56	2.15	1.91	1.79	1.72	1.91	1.23	1.43	1.07	1.00	1.69	1.23	1.43	0.91	3.07	1.13	1.01	1.79	1.00	2.87	1.07	1.00	1.07	1.16	3.74	1.28	1.07	0.91	1.43	1.56	1.46	1.00	1.32	1.32	0.86	0.87	2.97	1.05	1.72	2.15	1.79	1.46	1.01	2.46	1.06	1.15	6.62	0.93	1.32	1.72	1.07	1.37	1.72	1.26	1.32	1.23	1.72	2.39	0.90	1.05	1.26	1.95	2.15	1.62	1.76	1.56	1.72	1.23	1.00	0.99	1.95	0.92	0.87	0.96	0.91	1.07	1.56	0.93	1.72	10.75	1.69	0.98	1.76	1.01	1.00	1.91	0.93	2.97	1.48	1.43	1.25	1.72	1.34	1.56	1.01	0.91	2.46	1.87	0.87	1.13	2.87	1.72
peru	1.58	2.17	1.93	1.81	1.74	1.93	1.24	1.45	1.09	1.01	1.71	1.24	1.45	0.93	3.11	1.14	1.02	1.81	1.01	2.90	1.09	1.01	1.09	1.18	3.78	1.30	1.09	0.93	1.45	1.58	1.47	1.01	1.34	1.34	0.87	0.88	3.00	1.06	1.74	2.17	1.81	1.47	1.02	2.49	1.07	1.16	6.69	0.95	1.34	1.74	1.09	1.38	1.74	1.28	1.34	1.24	1.74	2.42	0.91	1.06	1.28	1.98	2.17	1.64	1.78	1.58	1.74	1.24	1.01	1.00	1.98	0.94	0.88	0.97	0.92	1.09	1.58	0.95	1.74	10.88	1.71	0.99	1.78	1.02	1.01	1.93	0.95	3.00	1.50	1.45	1.26	1.74	1.36	1.58	1.02	0.92	2.49	1.89	0.88	1.14	2.90	1.74
philippines	0.80	1.10	0.98	0.92	0.88	0.98	0.63	0.73	0.55	0.51	0.86	0.63	0.73	0.47	1.57	0.58	0.52	0.92	0.51	1.47	0.55	0.51	0.55	0.59	1.91	0.66	0.55	0.47	0.73	0.80	0.75	0.51	0.68	0.68	0.44	0.44	1.52	0.54	0.88	1.10	0.92	0.75	0.52	1.26	0.54	0.59	3.38	0.48	0.68	0.88	0.55	0.70	0.88	0.65	0.68	0.63	0.88	1.22	0.46	0.54	0.65	1.00	1.10	0.83	0.90	0.80	0.88	0.63	0.51	0.51	1.00	0.47	0.44	0.49	0.46	0.55	0.80	0.48	0.88	5.50	0.86	0.50	0.90	0.52	0.51	0.98	0.48	1.52	0.76	0.73	0.64	0.88	0.69	0.80	0.52	0.46	1.26	0.96	0.44	0.58	1.47	0.88
poland	1.69	2.33	2.07	1.94	1.86	2.07	1.33	1.55	1.16	1.08	1.82	1.33	1.55	0.99	3.32	1.22	1.09	1.94	1.08	3.10	1.16	1.08	1.16	1.26	4.04	1.39	1.16	0.99	1.55	1.69	1.58	1.08	1.43	1.43	0.93	0.94	3.21	1.13	1.86	2.33	1.94	1.58	1.09	2.66	1.15	1.24	7.15	1.01	1.43	1.86	1.16	1.48	1.86	1.37	1.43	1.33	1.86	2.58	0.97	1.13	1.37	2.11	2.33	1.75	1.90	1.69	1.86	1.33	1.08	1.07	2.11	1.00	0.94	1.03	0.98	1.16	1.69	1.01	1.86	11.62	1.82	1.06	1.90	1.09	1.08	2.07	1.01	3.21	1.60	1.55	1.35	1.86	1.45	1.69	1.09	0.98	2.66	2.02	0.94	1.22	3.10	1.86
portugal	1.80	2.48	2.20	2.06	1.98	2.20	1.41	1.65	1.24	1.15	1.94	1.41	1.65	1.05	3.54	1.30	1.16	2.06	1.15	3.30	1.24	1.15	1.24	1.34	4.30	1.48	1.24	1.05	1.65	1.80	1.68	1.15	1.52	1.52	0.99	1.00	3.41	1.21	1.98	2.48	2.06	1.68	1.16	2.83	1.22	1.32	7.62	1.08	1.52	1.98	1.24	1.57	1.98	1.46	1.52	1.41	1.98	2.75	1.03	1.21	1.46	2.25	2.48	1.87	2.02	1.80	1.98	1.41	1.15	1.14	2.25	1.06	1.00	1.10	1.04	1.24	1.80	1.08	1.98	12.38	1.94	1.12	2.02	1.16	1.15	2.20	1.08	3.41	1.71	1.65	1.43	1.98	1.55	1.80	1.16	1.04	2.83	2.15	1.00	1.30	3.30	1.98
romania	1.64	2.25	2.00	1.88	1.80	2.00	1.29	1.50	1.12	1.05	1.76	1.29	1.50	0.96	3.21	1.18	1.06	1.88	1.05	3.00	1.12	1.05	1.12	1.22	3.91	1.34	1.12	0.96	1.50	1.64	1.53	1.05	1.38	1.38	0.90	0.91	3.10	1.10	1.80	2.25	1.88	1.53	1.06	2.57	1.11	1.20	6.92	0.98	1.38	1.80	1.12	1.43	1.80	1.32	1.38	1.29	1.80	2.50	0.94	1.10	1.32	2.05	2.25	1.70	1.84	1.64	1.80	1.29	1.05	1.03	2.05	0.97	0.91	1.00	0.95	1.12	1.64	0.98	1.80	11.25	1.76	1.02	1.84	1.06	1.05	2.00	0.98	3.10	1.55	1.50	1.30	1.80	1.41	1.64	1.06	0.95	2.57	1.96	0.91	1.18	3.00	1.80
russia	1.73	2.38	2.11	1.98	1.90	2.11	1.36	1.58	1.19	1.10	1.86	1.36	1.58	1.01	3.39	1.25	1.12	1.98	1.10	3.17	1.19	1.10	1.19	1.28	4.13	1.42	1.19	1.01	1.58	1.73	1.61	1.10	1.46	1.46	0.95	0.96	3.28	1.16	1.90	2.38	1.98	1.61	1.12	2.71	1.17	1.27	7.31	1.03	1.46	1.90	1.19	1.51	1.90	1.40	1.46	1.36	1.90	2.64	0.99	1.16	1.40	2.16	2.38	1.79	1.94	1.73	1.90	1.36	1.10	1.09	2.16	1.02	0.96	1.06	1.00	1.19	1.73	1.03	1.90	11.88	1.86	1.08	1.94	1.12	1.10	2.11	1.03	3.28	1.64	1.58	1.38	1.90	1.48	1.73	1.12	1.00	2.71	2.07	0.96	1.25	3.17	1.90
saudi-arabia	1.45	2.00	1.78	1.67	1.60	1.78	1.14	1.33	1.00	0.93	1.57	1.14	1.33	0.85	2.86	1.05	0.94	1.67	0.93	2.67	1.00	0.93	1.00	1.08	3.48	1.19	1.00	0.85	1.33	1.45	1.36	0.93	1.23	1.23	0.80	0.81	2.76	0.98	1.60	2.00	1.67	1.36	0.94	2.29	0.99	1.07	6.15	0.87	1.23	1.60	1.00	1.27	1.60	1.18	1.23	1.14	1.60	2.22	0.83	0.98	1.18	1.82	2.00	1.51	1.63	1.45	1.60	1.14	0.93	0.92	1.82	0.86	0.81	0.89	0.84	1.00	1.45	0.87	1.60	10.00	1.57	0.91	1.63	0.94	0.93	1.78	0.87	2.76	1.38	1.33	1.16	1.60	1.25	1.45	0.94	0.84	2.29	1.74	0.81	1.05	2.67	1.60
senegal	1.00	1.38	1.22	1.15	1.10	1.22	0.79	0.92	0.69	0.64	1.08	0.79	0.92	0.59	1.96	0.72	0.65	1.15	0.64	1.83	0.69	0.64	0.69	0.74	2.39	0.82	0.69	0.59	0.92	1.00	0.93	0.64	0.85	0.85	0.55	0.56	1.90	0.67	1.10	1.38	1.15	0.93	0.65	1.57	0.68	0.73	4.23	0.60	0.85	1.10	0.69	0.87	1.10	0.81	0.85	0.79	1.10	1.53	0.57	0.67	0.81	1.25	1.38	1.04	1.12	1.00	1.10	0.79	0.64	0.63	1.25	0.59	0.56	0.61	0.58	0.69	1.00	0.60	1.10	6.88	1.08	0.62	1.12	0.65	0.64	1.22	0.60	1.90	0.95	0.92	0.80	1.10	0.86	1.00	0.65	0.58	1.57	1.20	0.56	0.72	1.83	1.10
serbia	1.67	2.30	2.04	1.92	1.84	2.04	1.31	1.53	1.15	1.07	1.80	1.31	1.53	0.98	3.29	1.21	1.08	1.92	1.07	3.07	1.15	1.07	1.15	1.24	4.00	1.37	1.15	0.98	1.53	1.67	1.56	1.07	1.42	1.42	0.92	0.93	3.17	1.12	1.84	2.30	1.92	1.56	1.08	2.63	1.14	1.23	7.08	1.00	1.42	1.84	1.15	1.46	1.84	1.35	1.42	1.31	1.84	2.56	0.96	1.12	1.35	2.09	2.30	1.74	1.88	1.67	1.84	1.31	1.07	1.06	2.09	0.99	0.93	1.02	0.97	1.15	1.67	1.00	1.84	11.50	1.80	1.05	1.88	1.08	1.07	2.04	1.00	3.17	1.59	1.53	1.33	1.84	1.44	1.67	1.08	0.97	2.63	2.00	0.93	1.21	3.07	1.84
sierra-leone	0.91	1.25	1.11	1.04	1.00	1.11	0.71	0.83	0.62	0.58	0.98	0.71	0.83	0.53	1.79	0.66	0.59	1.04	0.58	1.67	0.62	0.58	0.62	0.68	2.17	0.75	0.62	0.53	0.83	0.91	0.85	0.58	0.77	0.77	0.50	0.51	1.72	0.61	1.00	1.25	1.04	0.85	0.59	1.43	0.62	0.67	3.85	0.54	0.77	1.00	0.62	0.79	1.00	0.74	0.77	0.71	1.00	1.39	0.52	0.61	0.74	1.14	1.25	0.94	1.02	0.91	1.00	0.71	0.58	0.57	1.14	0.54	0.51	0.56	0.53	0.62	0.91	0.54	1.00	6.25	0.98	0.57	1.02	0.59	0.58	1.11	0.54	1.72	0.86	0.83	0.72	1.00	0.78	0.91	0.59	0.53	1.43	1.09	0.51	0.66	1.67	1.00
singapore	0.15	0.20	0.18	0.17	0.16	0.18	0.11	0.13	0.10	0.09	0.16	0.11	0.13	0.09	0.29	0.11	0.09	0.17	0.09	0.27	0.10	0.09	0.10	0.11	0.35	0.12	0.10	0.09	0.13	0.15	0.14	0.09	0.12	0.12	0.08	0.08	0.28	0.10	0.16	0.20	0.17	0.14	0.09	0.23	0.10	0.11	0.62	0.09	0.12	0.16	0.10	0.13	0.16	0.12	0.12	0.11	0.16	0.22	0.08	0.10	0.12	0.18	0.20	0.15	0.16	0.15	0.16	0.11	0.09	0.09	0.18	0.09	0.08	0.09	0.08	0.10	0.15	0.09	0.16	1.00	0.16	0.09	0.16	0.09	0.09	0.18	0.09	0.28	0.14	0.13	0.12	0.16	0.12	0.15	0.09	0.08	0.23	0.17	0.08	0.11	0.27	0.16
slovakia	0.93	1.27	1.13	1.06	1.02	1.13	0.73	0.85	0.64	0.59	1.00	0.73	0.85	0.54	1.82	0.67	0.60	1.06	0.59	1.70	0.64	0.59	0.64	0.69	2.22	0.76	0.64	0.54	0.85	0.93	0.86	0.59	0.78	0.78	0.51	0.52	1.76	0.62	1.02	1.27	1.06	0.86	0.60	1.46	0.63	0.68	3.92	0.55	0.78	1.02	0.64	0.81	1.02	0.75	0.78	0.73	1.02	1.42	0.53	0.62	0.75	1.16	1.27	0.96	1.04	0.93	1.02	0.73	0.59	0.59	1.16	0.55	0.52	0.57	0.54	0.64	0.93	0.55	1.02	6.38	1.00	0.58	1.04	0.60	0.59	1.13	0.55	1.76	0.88	0.85	0.74	1.02	0.80	0.93	0.60	0.54	1.46	1.11	0.52	0.67	1.70	1.02
slovenia	1.60	2.20	1.96	1.83	1.76	1.96	1.26	1.47	1.10	1.02	1.73	1.26	1.47	0.94	3.14	1.16	1.04	1.83	1.02	2.93	1.10	1.02	1.10	1.19	3.83	1.31	1.10	0.94	1.47	1.60	1.49	1.02	1.35	1.35	0.88	0.89	3.03	1.07	1.76	2.20	1.83	1.49	1.04	2.51	1.09	1.17	6.77	0.96	1.35	1.76	1.10	1.40	1.76	1.29	1.35	1.26	1.76	2.44	0.92	1.07	1.29	2.00	2.20	1.66	1.80	1.60	1.76	1.26	1.02	1.01	2.00	0.95	0.89	0.98	0.93	1.10	1.60	0.96	1.76	11.00	1.73	1.00	1.80	1.04	1.02	1.96	0.96	3.03	1.52	1.47	1.28	1.76	1.38	1.60	1.04	0.93	2.51	1.91	0.89	1.16	2.93	1.76
south-africa	0.89	1.23	1.09	1.02	0.98	1.09	0.70	0.82	0.61	0.57	0.96	0.70	0.82	0.52	1.75	0.64	0.58	1.02	0.57	1.63	0.61	0.57	0.61	0.66	2.13	0.73	0.61	0.52	0.82	0.89	0.83	0.57	0.75	0.75	0.49	0.49	1.69	0.60	0.98	1.23	1.02	0.83	0.58	1.40	0.60	0.65	3.77	0.53	0.75	0.98	0.61	0.78	0.98	0.72	0.75	0.70	0.98	1.36	0.51	0.60	0.72	1.11	1.23	0.92	1.00	0.89	0.98	0.70	0.57	0.56	1.11	0.53	0.49	0.54	0.52	0.61	0.89	0.53	0.98	6.12	0.96	0.56	1.00	0.58	0.57	1.09	0.53	1.69	0.84	0.82	0.71	0.98	0.77	0.89	0.58	0.52	1.40	1.07	0.49	0.64	1.63	0.98
south-korea	1.55	2.12	1.89	1.77	1.70	1.89	1.21	1.42	1.06	0.99	1.67	1.21	1.42	0.90	3.04	1.12	1.00	1.77	0.99	2.83	1.06	0.99	1.06	1.15	3.70	1.27	1.06	0.90	1.42	1.55	1.44	0.99	1.31	1.31	0.85	0.86	2.93	1.04	1.70	2.12	1.77	1.44	1.00	2.43	1.05	1.13	6.54	0.92	1.31	1.70	1.06	1.35	1.70	1.25	1.31	1.21	1.70	2.36	0.89	1.04	1.25	1.93	2.12	1.60	1.73	1.55	1.70	1.21	0.99	0.98	1.93	0.91	0.86	0.94	0.89	1.06	1.55	0.92	1.70	10.62	1.67	0.97	1.73	1.00	0.99	1.89	0.92	2.93	1.47	1.42	1.23	1.70	1.33	1.55	1.00	0.89	2.43	1.85	0.86	1.12	2.83	1.70
spain	1.56	2.15	1.91	1.79	1.72	1.91	1.23	1.43	1.07	1.00	1.69	1.23	1.43	0.91	3.07	1.13	1.01	1.79	1.00	2.87	1.07	1.00	1.07	1.16	3.74	1.28	1.07	0.91	1.43	1.56	1.46	1.00	1.32	1.32	0.86	0.87	2.97	1.05	1.72	2.15	1.79	1.46	1.01	2.46	1.06	1.15	6.62	0.93	1.32	1.72	1.07	1.37	1.72	1.26	1.32	1.23	1.72	2.39	0.90	1.05	1.26	1.95	2.15	1.62	1.76	1.56	1.72	1.23	1.00	0.99	1.95	0.92	0.87	0.96	0.91	1.07	1.56	0.93	1.72	10.75	1.69	0.98	1.76	1.01	1.00	1.91	0.93	2.97	1.48	1.43	1.25	1.72	1.34	1.56	1.01	0.91	2.46	1.87	0.87	1.13	2.87	1.72
sri_lanka	0.82	1.12	1.00	0.94	0.90	1.00	0.64	0.75	0.56	0.52	0.88	0.64	0.75	0.48	1.61	0.59	0.53	0.94	0.52	1.50	0.56	0.52	0.56	0.61	1.96	0.67	0.56	0.48	0.75	0.82	0.76	0.52	0.69	0.69	0.45	0.45	1.55	0.55	0.90	1.12	0.94	0.76	0.53	1.29	0.56	0.60	3.46	0.49	0.69	0.90	0.56	0.71	0.90	0.66	0.69	0.64	0.90	1.25	0.47	0.55	0.66	1.02	1.12	0.85	0.92	0.82	0.90	0.64	0.52	0.52	1.02	0.48	0.45	0.50	0.47	0.56	0.82	0.49	0.90	5.62	0.88	0.51	0.92	0.53	0.52	1.00	0.49	1.55	0.78	0.75	0.65	0.90	0.70	0.82	0.53	0.47	1.29	0.98	0.45	0.59	1.50	0.90
surinam	1.67	2.30	2.04	1.92	1.84	2.04	1.31	1.53	1.15	1.07	1.80	1.31	1.53	0.98	3.29	1.21	1.08	1.92	1.07	3.07	1.15	1.07	1.15	1.24	4.00	1.37	1.15	0.98	1.53	1.67	1.56	1.07	1.42	1.42	0.92	0.93	3.17	1.12	1.84	2.30	1.92	1.56	1.08	2.63	1.14	1.23	7.08	1.00	1.42	1.84	1.15	1.46	1.84	1.35	1.42	1.31	1.84	2.56	0.96	1.12	1.35	2.09	2.30	1.74	1.88	1.67	1.84	1.31	1.07	1.06	2.09	0.99	0.93	1.02	0.97	1.15	1.67	1.00	1.84	11.50	1.80	1.05	1.88	1.08	1.07	2.04	1.00	3.17	1.59	1.53	1.33	1.84	1.44	1.67	1.08	0.97	2.63	2.00	0.93	1.21	3.07	1.84
sweden	0.53	0.72	0.64	0.60	0.58	0.64	0.41	0.48	0.36	0.34	0.57	0.41	0.48	0.31	1.04	0.38	0.34	0.60	0.34	0.97	0.36	0.34	0.36	0.39	1.26	0.43	0.36	0.31	0.48	0.53	0.49	0.34	0.45	0.45	0.29	0.29	1.00	0.35	0.58	0.72	0.60	0.49	0.34	0.83	0.36	0.39	2.23	0.32	0.45	0.58	0.36	0.46	0.58	0.43	0.45	0.41	0.58	0.81	0.30	0.35	0.43	0.66	0.72	0.55	0.59	0.53	0.58	0.41	0.34	0.33	0.66	0.31	0.29	0.32	0.31	0.36	0.53	0.32	0.58	3.62	0.57	0.33	0.59	0.34	0.34	0.64	0.32	1.00	0.50	0.48	0.42	0.58	0.45	0.53	0.34	0.31	0.83	0.63	0.29	0.38	0.97	0.58
switzerland	1.05	1.45	1.29	1.21	1.16	1.29	0.83	0.97	0.72	0.67	1.14	0.83	0.97	0.62	2.07	0.76	0.68	1.21	0.67	1.93	0.72	0.67	0.72	0.78	2.52	0.87	0.72	0.62	0.97	1.05	0.98	0.67	0.89	0.89	0.58	0.59	2.00	0.71	1.16	1.45	1.21	0.98	0.68	1.66	0.72	0.77	4.46	0.63	0.89	1.16	0.72	0.92	1.16	0.85	0.89	0.83	1.16	1.61	0.60	0.71	0.85	1.32	1.45	1.09	1.18	1.05	1.16	0.83	0.67	0.67	1.32	0.62	0.59	0.64	0.61	0.72	1.05	0.63	1.16	7.25	1.14	0.66	1.18	0.68	0.67	1.29	0.63	2.00	1.00	0.97	0.84	1.16	0.91	1.05	0.68	0.61	1.66	1.26	0.59	0.76	1.93	1.16
syria	1.09	1.50	1.33	1.25	1.20	1.33	0.86	1.00	0.75	0.70	1.18	0.86	1.00	0.64	2.14	0.79	0.71	1.25	0.70	2.00	0.75	0.70	0.75	0.81	2.61	0.90	0.75	0.64	1.00	1.09	1.02	0.70	0.92	0.92	0.60	0.61	2.07	0.73	1.20	1.50	1.25	1.02	0.71	1.71	0.74	0.80	4.62	0.65	0.92	1.20	0.75	0.95	1.20	0.88	0.92	0.86	1.20	1.67	0.62	0.73	0.88	1.36	1.50	1.13	1.22	1.09	1.20	0.86	0.70	0.69	1.36	0.65	0.61	0.67	0.63	0.75	1.09	0.65	1.20	7.50	1.18	0.68	1.22	0.71	0.70	1.33	0.65	2.07	1.03	1.00	0.87	1.20	0.94	1.09	0.71	0.63	1.71	1.30	0.61	0.79	2.00	1.20
taiwan	1.25	1.73	1.53	1.44	1.38	1.53	0.99	1.15	0.86	0.80	1.35	0.99	1.15	0.73	2.46	0.91	0.81	1.44	0.80	2.30	0.86	0.80	0.86	0.93	3.00	1.03	0.86	0.73	1.15	1.25	1.17	0.80	1.06	1.06	0.69	0.70	2.38	0.84	1.38	1.73	1.44	1.17	0.81	1.97	0.85	0.92	5.31	0.75	1.06	1.38	0.86	1.10	1.38	1.01	1.06	0.99	1.38	1.92	0.72	0.84	1.01	1.57	1.73	1.30	1.41	1.25	1.38	0.99	0.80	0.79	1.57	0.74	0.70	0.77	0.73	0.86	1.25	0.75	1.38	8.62	1.35	0.78	1.41	0.81	0.80	1.53	0.75	2.38	1.19	1.15	1.00	1.38	1.08	1.25	0.81	0.73	1.97	1.50	0.70	0.91	2.30	1.38
tanzania	0.91	1.25	1.11	1.04	1.00	1.11	0.71	0.83	0.62	0.58	0.98	0.71	0.83	0.53	1.79	0.66	0.59	1.04	0.58	1.67	0.62	0.58	0.62	0.68	2.17	0.75	0.62	0.53	0.83	0.91	0.85	0.58	0.77	0.77	0.50	0.51	1.72	0.61	1.00	1.25	1.04	0.85	0.59	1.43	0.62	0.67	3.85	0.54	0.77	1.00	0.62	0.79	1.00	0.74	0.77	0.71	1.00	1.39	0.52	0.61	0.74	1.14	1.25	0.94	1.02	0.91	1.00	0.71	0.58	0.57	1.14	0.54	0.51	0.56	0.53	0.62	0.91	0.54	1.00	6.25	0.98	0.57	1.02	0.59	0.58	1.11	0.54	1.72	0.86	0.83	0.72	1.00	0.78	0.91	0.59	0.53	1.43	1.09	0.51	0.66	1.67	1.00
thailand	1.16	1.60	1.42	1.33	1.28	1.42	0.91	1.07	0.80	0.74	1.25	0.91	1.07	0.68	2.29	0.84	0.75	1.33	0.74	2.13	0.80	0.74	0.80	0.86	2.78	0.96	0.80	0.68	1.07	1.16	1.08	0.74	0.98	0.98	0.64	0.65	2.21	0.78	1.28	1.60	1.33	1.08	0.75	1.83	0.79	0.85	4.92	0.70	0.98	1.28	0.80	1.02	1.28	0.94	0.98	0.91	1.28	1.78	0.67	0.78	0.94	1.45	1.60	1.21	1.31	1.16	1.28	0.91	0.74	0.74	1.45	0.69	0.65	0.71	0.67	0.80	1.16	0.70	1.28	8.00	1.25	0.73	1.31	0.75	0.74	1.42	0.70	2.21	1.10	1.07	0.93	1.28	1.00	1.16	0.75	0.67	1.83	1.39	0.65	0.84	2.13	1.28
trinidad	1.00	1.38	1.22	1.15	1.10	1.22	0.79	0.92	0.69	0.64	1.08	0.79	0.92	0.59	1.96	0.72	0.65	1.15	0.64	1.83	0.69	0.64	0.69	0.74	2.39	0.82	0.69	0.59	0.92	1.00	0.93	0.64	0.85	0.85	0.55	0.56	1.90	0.67	1.10	1.38	1.15	0.93	0.65	1.57	0.68	0.73	4.23	0.60	0.85	1.10	0.69	0.87	1.10	0.81	0.85	0.79	1.10	1.53	0.57	0.67	0.81	1.25	1.38	1.04	1.12	1.00	1.10	0.79	0.64	0.63	1.25	0.59	0.56	0.61	0.58	0.69	1.00	0.60	1.10	6.88	1.08	0.62	1.12	0.65	0.64	1.22	0.60	1.90	0.95	0.92	0.80	1.10	0.86	1.00	0.65	0.58	1.57	1.20	0.56	0.72	1.83	1.10
turkey	1.55	2.12	1.89	1.77	1.70	1.89	1.21	1.42	1.06	0.99	1.67	1.21	1.42	0.90	3.04	1.12	1.00	1.77	0.99	2.83	1.06	0.99	1.06	1.15	3.70	1.27	1.06	0.90	1.42	1.55	1.44	0.99	1.31	1.31	0.85	0.86	2.93	1.04	1.70	2.12	1.77	1.44	1.00	2.43	1.05	1.13	6.54	0.92	1.31	1.70	1.06	1.35	1.70	1.25	1.31	1.21	1.70	2.36	0.89	1.04	1.25	1.93	2.12	1.60	1.73	1.55	1.70	1.21	0.99	0.98	1.93	0.91	0.86	0.94	0.89	1.06	1.55	0.92	1.70	10.62	1.67	0.97	1.73	1.00	0.99	1.89	0.92	2.93	1.47	1.42	1.23	1.70	1.33	1.55	1.00	0.89	2.43	1.85	0.86	1.12	2.83	1.70
